Street_Name,Crash_UP_ID,FID,FID_Austin,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID1,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,CrashID,CrashID1,Latitude,Longitude,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Drvr_Drg_Cat_1_ID,Prsn_Death_Date,Prsn_Death_Time,Incap_Injry_Cnt.x,Nonincap_Injry_Cnt.x,Poss_Injry_Cnt.x,Non_Injry_Cnt.x,Unkn_Injry_Cnt.x,Tot_Injry_Cnt.x,Death_Cnt.x,Crash_Fatal_Fl,Cmv_Involv_Fl,Schl_Bus_Fl,Rr_Relat_Fl,Medical_Advisory_Fl,Amend_Supp_Fl,Active_School_Zone_Fl,Crash_Date,Crash_Time,Rpt_CRIS_Cnty_ID,Rpt_City_ID,Rpt_Outside_City_Limit_Fl,Thousand_Damage_Fl,Rpt_Latitude,Rpt_Longitude,Rpt_Rdwy_Sys_ID,Rpt_Hwy_Num,Rpt_Hwy_Sfx,Rpt_Road_Part_ID,Rpt_Block_Num,Rpt_Street_Pfx,Rpt_Street_Name,Rpt_Street_Sfx,Private_Dr_Fl,Toll_Road_Fl,Crash_Speed_Limit,Road_Constr_Zone_Fl,Road_Constr_Zone_Wrkr_Fl,Rpt_Street_Desc,At_Intrsct_Fl,Rpt_Sec_Rdwy_Sys_ID,Rpt_Sec_Hwy_Num,Rpt_Sec_Hwy_Sfx,Rpt_Sec_Road_Part_ID,Rpt_Sec_Block_Num,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Ref_Mark_Offset_Amt,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Nbr,Rpt_Sec_Street_Desc,Rpt_CrossingNumber,Wthr_Cond_ID,Light_Cond_ID,Entr_Road_ID,Road_Type_ID,Road_Algn_ID,Surf_Cond_ID,Traffic_Cntl_ID,Investigat_Notify_Time,Investigat_Notify_Meth,Investigat_Arrv_Time,Report_Date,Investigat_Comp_Fl,Investigat_Agency_ID,Investigat_Area_ID,Investigat_District_ID,Investigat_Region_ID,Bridge_Detail_ID,Harm_Evnt_ID,Intrsct_Relat_ID,FHE_Collsn_ID,Obj_Struck_ID,Othr_Factr_ID,Road_Part_Adj_ID,Road_Cls_ID,Road_Relat_ID,Phys_Featr_1_ID,Phys_Featr_2_ID,Cnty_ID,City_ID,Latitude.1,Longitude.1,Hwy_Sys,Hwy_Nbr,Hwy_Sfx,Dfo,Street_Nbr,Control,Section,Milepoint,Ref_Mark_Nbr,Ref_Mark_Displ,Hwy_Sys_2,Hwy_Nbr_2,Hwy_Sfx_2,Street_Name_2,Street_Nbr_2,Control_2,Section_2,Milepoint_2,Txdot_Rptable_Fl,Onsys_Fl,Rural_Fl,Crash_Sev_ID,Pop_Group_ID,Located_Fl,Day_of_Week,Hwy_Dsgn_Lane_ID,Hwy_Dsgn_Hrt_ID,Hp_Shldr_Left,Hp_Shldr_Right,Hp_Median_Width,Base_Type_ID,Nbr_Of_Lane,Row_Width_Usual,Roadbed_Width,Surf_Width,Surf_Type_ID,Curb_Type_Left_ID,Curb_Type_Right_ID,Shldr_Type_Left_ID,Shldr_Width_Left,Shldr_Use_Left_ID,Shldr_Type_Right_ID,Shldr_Width_Right,Shldr_Use_Right_ID,Median_Type_ID,Median_Width,Rural_Urban_Type_ID,Func_Sys_ID,Adt_Curnt_Amt,Adt_Curnt_Year,Adt_Adj_Curnt_Amt,Pct_Single_Trk_Adt,Pct_Combo_Trk_Adt,Trk_Aadt_Pct,Curve_Type_ID,Curve_Lngth,Cd_Degr,Delta_Left_Right_ID,Dd_Degr,Feature_Crossed,Structure_Number,I_R_Min_Vert_Clear,Approach_Width,Bridge_Median_ID,Bridge_Loading_Type_ID,Bridge_Loading_In_1000_Lbs,Bridge_Srvc_Type_On_ID,Bridge_Srvc_Type_Under_ID,Culvert_Type_ID,Roadway_Width,Deck_Width,Bridge_Dir_Of_Traffic_ID,Bridge_Rte_Struct_Func_ID,Bridge_IR_Struct_Func_ID,CrossingNumber,RRCo,Poscrossing_ID,WDCode_ID,Standstop,Yield,Incap_Injry_Cnt.y,Nonincap_Injry_Cnt.y,Poss_Injry_Cnt.y,Non_Injry_Cnt.y,Unkn_Injry_Cnt.y,Tot_Injry_Cnt.y,Death_Cnt.y,MPO_ID,Unit_ID,Unit_Prsn_ID,Count,BikePath
METRIC BLVD,AUS_1357928621,1339,313,48,453,1850,3,4.85E+11,1500US484530018503,Block Group 3,G5030,S,298519,0,30.4122185,-97.6952895,13579286,AUS_13579286,30.40831638,-97.69705137,2,1,3,16,1,38,1,1,4,11,1,5,N,4,NA,NA,4,97,97,,,1,0,0,0,0,1,0,N,N,N,N,N,N,N,11/21/2013,12:00 PM,227,22,N,N,NA,NA,19,NA,,1,12100,,METRIC,BLVD,N,N,-1,N,N,,N,19,NA,,NA,19010,,CEDAR BEND,DR,NA,NA,,,,NA,12,1,4,NA,2,1,5,12:30 PM,WALK-IN,12:30 PM,11/22/2013,Y,74,63,123,143,8,5,2,2,64,3,1,5,1,21,21,227,22,30.40831638,-97.69705137,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CEDAR BEND DR,NA,NA,NA,NA,Y,N,N,1,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,90,135792862,1357928621,11,Yes
METRIC BLVD,AUS_1382031221,1313,155,48,453,1849,4,4.85E+11,1500US484530018494,Block Group 4,G5030,S,1098173,0,30.3964822,-97.7102904,13820312,AUS_13820312,30.39475,-97.70681,2,1,3,16,2,19,1,2,4,11,1,97,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,5/2/2014,2:47 PM,227,22,N,Y,NA,NA,19,NA,,1,11400,,METRIC,BLVD,N,N,45,N,N,,Y,19,NA,,1,11500,,STONEHOLLOW,DR,NA,NA,,,,NA,11,4,0,NA,1,1,20,2:48 PM,DISPATCH,3:08 PM,5/2/2014,Y,74,NA,46,64,8,5,2,2,64,54,1,5,1,21,21,227,22,30.39475,-97.70681,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,STONEHOLLOW DR,NA,NA,NA,NA,Y,N,N,2,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,138203122,1382031221,11,Yes
METRIC BLVD,AUS_1386885421,1352,313,48,453,1850,3,4.85E+11,1500US484530018503,Block Group 3,G5030,S,298519,0,30.4122185,-97.6952895,13868854,AUS_13868854,30.4132,-97.69068,2,1,3,16,2,21,1,1,4,11,1,5,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,5/28/2014,10:56 PM,227,22,N,N,NA,NA,19,NA,,1,NA,,METRIC BLVD,BLVD,N,N,40,N,N,,Y,19,NA,,1,,,W PARMER LN,LN,NA,NA,,,,NA,11,4,4,NA,1,1,5,10:56 PM,DISPATCH,11:00 PM,5/28/2014,Y,74,NA,46,64,8,5,2,1,64,54,1,5,1,21,21,227,22,30.4132,-97.69068,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,W PARMER LN,NA,NA,NA,NA,Y,N,N,2,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,138688542,1386885421,11,Yes
METRIC BLVD,AUS_1351519721,1310,258,48,453,1843,1,4.85E+11,1500US484530018431,Block Group 1,G5030,S,649721,0,30.3876406,-97.7031315,13515197,AUS_13515197,30.39104353,-97.70908404,2,1,3,16,5,45,2,1,4,11,1,2,N,4,NA,NA,4,97,97,,,0,0,0,1,0,0,0,N,N,N,N,N,N,N,9/13/2013,9:48 AM,227,22,N,N,NA,NA,19,NA,,1,11200,,METRIC,BLVD,N,N,45,N,N,,N,19,NA,,NA,,,BRAKER,LN,NA,NA,,,,NA,11,1,0,NA,1,1,5,9:48 AM,DISPATCH,9:53 AM,9/13/2013,Y,74,63,123,143,8,5,2,2,64,54,1,5,1,21,21,227,22,30.39104353,-97.70908404,,NA,NA,NA,11165,NA,NA,NA,NA,NA,,NA,NA,W BRAKER LN,NA,NA,NA,NA,N,N,N,5,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,90,135151972,1351519721,11,Yes
METRIC BLVD,AUS_1198525121,1345,313,48,453,1850,3,4.85E+11,1500US484530018503,Block Group 3,G5030,S,298519,0,30.4122185,-97.6952895,11985251,AUS_11985251,30.41077,-97.69549,2,1,3,16,2,41,1,1,4,11,1,3,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,3/31/2011,6:50 AM,227,22,N,N,NA,NA,19,NA,,1,12300,,METRIC,BLVD,N,N,35,N,N,,Y,19,NA,,1,12300,,LAMPLIGHT VILLAGE,AVE,NA,NA,,,,NA,11,4,2,NA,1,1,5,6:50 AM,DISPATCH,6:52 AM,3/31/2011,Y,74,12,46,64,8,5,2,3,64,54,1,5,1,21,21,227,22,30.41077,-97.69549,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,LAMPLIGHT VILLAGE AVE,NA,NA,NA,NA,Y,N,N,2,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,0,90,119852512,1198525121,11,Yes
METRIC BLVD,AUS_1413767921,1314,155,48,453,1849,4,4.85E+11,1500US484530018494,Block Group 4,G5030,S,1098173,0,30.3964822,-97.7102904,14137679,AUS_14137679,30.39475,-97.70681,2,1,3,16,2,30,1,1,4,11,1,97,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,10/27/2014,4:00 PM,227,1792,Y,Y,NA,NA,19,NA,,1,11900,,METRIC,BLVD,N,N,45,N,N,,Y,19,NA,,1,,,STONEHOLLOW,DR,NA,NA,,,,NA,11,1,4,NA,1,1,5,3:59 PM,BY CITIZEN,4:25 PM,11/4/2014,Y,74,36,67,282,8,5,2,1,64,3,1,5,1,21,21,227,22,30.39475,-97.70681,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,STONEHOLLOW DR,NA,NA,NA,NA,Y,N,N,2,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,141376792,1413767921,11,Yes
METRIC BLVD,AUS_1234327021,1354,391,48,453,1848,2,4.85E+11,1500US484530018482,Block Group 2,G5030,S,617187,0,30.4159466,-97.6896804,12343270,AUS_12343270,30.41521,-97.6884,2,1,3,16,3,67,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,10/24/2011,8:40 AM,227,22,N,Y,NA,NA,19,NA,,1,12700,,METRIC,BLVD,N,N,0,N,N,,Y,19,NA,,NA,1700,,SCOFIELD,LN,NA,NA,,,,NA,11,1,2,NA,1,1,5,8:41 AM,DISPATCHED,8:57 AM,10/24/2011,Y,74,NA,46,64,8,5,2,3,64,54,1,5,1,21,21,227,22,30.41521,-97.6884,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,SCOFIELD LN,NA,NA,NA,NA,Y,N,N,3,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,90,123432702,1234327021,11,Yes
METRIC BLVD,AUS_1194894921,1337,312,48,453,1826,1,4.85E+11,1500US484530018261,Block Group 1,G5030,S,2387555,0,30.4000494,-97.6816417,11948949,AUS_11948949,30.40695566,-97.69742328,2,1,3,16,2,26,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,2/4/2011,7:36 PM,227,22,N,Y,NA,NA,19,NA,,1,12100,,METRIC,BLVD,N,N,30,N,N,,N,19,NA,,1,1900,,CEDAR BEND,DR,NA,NA,,,,NA,11,4,0,NA,2,6,1,7:36 PM,DISPATCHED,7:40 PM,2/4/2011,Y,74,NA,NA,214,8,5,3,1,64,14,1,5,1,32,21,227,22,30.40695566,-97.69742328,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,119489492,1194894921,11,Yes
METRIC BLVD,AUS_1201363911,1321,155,48,453,1849,4,4.85E+11,1500US484530018494,Block Group 4,G5030,S,1098173,0,30.3964822,-97.7102904,12013639,AUS_12013639,30.39880087,-97.70419869,1,1,3,16,3,26,1,2,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,3/26/2011,9:10 PM,227,22,N,Y,30.39878999,-97.70405,19,NA,,1,11900,,METRIC,BLVD,N,N,0,N,N,,N,19,NA,,1,1900,,GRACY FARMS,LN,NA,NA,,,,NA,11,5,0,NA,1,1,1,9:10 PM,FLAGGED DOWN,9:10 PM,3/26/2011,Y,74,22,114,143,8,5,4,1,64,54,1,5,1,21,21,227,22,30.39880087,-97.70419869,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,3,9,Y,SAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,90,120136391,1201363911,11,Yes
N LAMAR BLVD,AUS_1290348921,1126,43,48,453,1503,1,4.85E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,12903489,AUS_12903489,30.32470009,-97.72712765,2,1,3,16,2,78,1,1,4,11,2,5,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,9/14/2012,1:54 PM,227,22,N,N,NA,NA,19,NA,,1,5602,N,LAMAR,BLVD,N,N,0,N,N,,N,19,NA,,NA,,,KOENIG,LN,NA,NA,,,,NA,12,1,0,NA,1,2,1,1:54 PM,DISPATCHED,1:54 PM,9/14/2012,Y,74,1,131,38,8,5,3,3,64,14,1,2,1,1,21,227,22,30.32470009,-97.72712765,,NA,NA,NA,5615,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,129034892,1290348921,31,No
N LAMAR BLVD,AUS_1308117321,616,451,48,453,1200,2,4.85E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,13081173,AUS_13081173,30.2672392,-97.75596162,2,1,3,16,5,50,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,0,1,0,0,0,N,N,N,N,N,N,N,1/1/2013,2:44 AM,227,22,N,N,NA,NA,19,NA,,1,100,N,LAMAR,BLVD,N,N,35,N,N,,N,19,NA,,NA,,,SANRA MURAIDA,WAY,NA,NA,,,,NA,2,4,0,NA,1,2,1,2:44 AM,DISPATCH,3:03 AM,1/1/2013,Y,74,NA,NA,174,8,5,4,1,64,3,1,2,1,21,21,227,22,30.2672392,-97.75596162,,NA,NA,NA,153,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,TUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,1,3,0,90,130811732,1308117321,31,No
N LAMAR BLVD,AUS_1393786721,684,246,48,453,1200,3,4.85E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,13937867,AUS_13937867,30.27181306,-97.75387799,2,1,3,16,3,13,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,7/19/2014,1:48 PM,227,22,N,Y,NA,NA,19,NA,,7,624,N,LAMAR,BLVD,N,N,30,N,N,,N,19,NA,,NA,1000,,6TH,ST,NA,NA,,,,NA,12,1,0,NA,1,1,1,1:49 PM,DISPATCH,1:50 PM,7/19/2014,Y,74,1061,10,14,8,5,3,2,64,13,1,1,2,32,21,227,22,30.27181306,-97.75387799,,NA,NA,NA,601,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,3,9,Y,SAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,0,90,139378672,1393786721,31,No
N LAMAR BLVD,AUS_1320549621,735,451,48,453,1200,2,4.85E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,13205496,AUS_13205496,30.27501751,-97.75228206,2,1,3,16,2,19,1,2,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,3/26/2013,3:05 PM,227,22,N,N,NA,NA,19,NA,,1,NA,N,LAMAR,BLVD,N,N,40,N,N,,Y,19,NA,,NA,,W,10TH,ST,NA,NA,,,,NA,11,1,4,NA,1,1,5,3:05 PM,DISPATCH,3:09 PM,3/26/2013,Y,74,12,120,14,8,5,1,1,64,3,1,5,1,21,21,227,22,30.27501751,-97.75228206,,NA,NA,NA,1005,NA,NA,NA,NA,NA,,NA,NA,UNKNOWN,NA,NA,NA,NA,Y,N,N,2,9,Y,TUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,132054962,1320549621,31,No
N LAMAR BLVD,AUS_1331420721,872,363,48,453,603,2,4.85E+11,1500US484530006032,Block Group 2,G5030,S,261361,0,30.2910133,-97.748921,13314207,AUS_13314207,30.28858207,-97.75276763,2,1,3,16,3,25,2,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,6/2/2013,12:15 PM,227,22,N,N,NA,NA,19,NA,,1,NA,N,LAMAR,BLVD,N,N,35,N,N,,Y,19,NA,,NA,,W,24TH,ST,NA,NA,,,,NA,11,1,4,NA,1,1,15,9:21 AM,UNIT 2,9:34 AM,6/3/2013,Y,74,12,115,144,8,5,1,1,64,54,1,5,1,21,21,227,22,30.28858207,-97.75276763,,NA,NA,NA,2404,NA,NA,NA,NA,NA,,NA,NA,UNKNOWN,NA,NA,NA,NA,Y,N,N,3,9,Y,SUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,90,133142072,1331420721,31,No
N LAMAR BLVD,AUS_1289249221,1046,379,48,453,204,3,4.85E+11,1500US484530002043,Block Group 3,G5030,S,759174,0,30.3071776,-97.744565,12892492,AUS_12892492,30.30887032,-97.74077475,2,1,3,16,3,55,2,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,9/12/2012,10:18 PM,227,22,N,N,NA,NA,19,NA,,1,4106,N,LAMAR,BLVD,N,N,40,N,N,,N,19,NA,,NA,,W,38TH,ST,NA,NA,,,,NA,11,4,0,NA,1,1,20,10:18 PM,DISPATCH,10:23 PM,9/12/2012,Y,74,NA,120,14,8,5,4,1,64,9,1,2,1,21,21,227,22,30.30887032,-97.74077475,,NA,NA,NA,4093,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,3,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,90,128924922,1289249221,31,No
N LAMAR BLVD,AUS_1437457631,1116,43,48,453,1503,1,4.85E+11,1500US484530015031,Block Group 1,G5030,S,641563,0,30.3200143,-97.7196087,14374576,AUS_14374576,30.32317477,-97.72807245,3,1,3,16,3,53,3,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,3/30/2015,5:49 PM,227,22,N,Y,NA,NA,19,NA,,1,5500,N,LAMAR,BLVD,N,N,45,N,N,,N,19,NA,,1,,,STARK,ST,NA,NA,,,,NA,11,1,0,NA,1,1,20,5:49 PM,DISPATCH,5:58 PM,3/30/2015,Y,74,NA,NA,121,8,2,4,30,64,54,1,5,1,21,21,227,22,30.32317477,-97.72807245,,NA,NA,NA,5500,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,3,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,0,3,0,90,NA,NA,31,No
N LAMAR BLVD,AUS_1216655021,1007,2,48,453,204,1,4.85E+11,1500US484530002041,Block Group 1,G5030,S,514125,0,30.3003058,-97.7429373,12166550,AUS_12166550,30.30444609,-97.74356419,2,1,3,16,2,45,1,2,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,6/30/2011,10:10 AM,227,22,N,N,NA,NA,19,NA,,1,3700,N,LAMAR,BLVD,N,N,35,N,N,,Y,19,NA,,1,900,W,37TH,ST,NA,NA,,,,NA,11,1,2,NA,1,1,8,10:11 AM,DISPATCH,10:15 AM,6/30/2011,Y,74,NA,NA,NA,8,5,2,1,64,54,1,2,1,21,21,227,22,30.30444609,-97.74356419,,NA,NA,NA,3702,NA,NA,NA,NA,NA,,NA,NA,UNKNOWN,NA,NA,NA,NA,Y,N,N,2,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,121665502,1216655021,31,No
N LAMAR BLVD,AUS_1198513221,990,379,48,453,204,3,4.85E+11,1500US484530002043,Block Group 3,G5030,S,759174,0,30.3071776,-97.744565,11985132,AUS_11985132,30.30269,-97.74472,2,1,3,16,2,26,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,3/19/2011,6:28 PM,227,22,N,Y,NA,NA,19,NA,,1,3400,N,LAMAR,BLVD,N,N,35,N,N,NO DEFECTS,Y,19,NA,,1,900,W,34TH,ST,NA,NA,,,,NA,11,1,4,NA,2,1,5,6:28 PM,DISPATCH,6:31 PM,3/19/2011,Y,74,NA,NA,NA,8,5,1,1,64,54,1,2,1,21,21,227,22,30.30269,-97.74472,,NA,NA,NA,3399,NA,NA,NA,NA,NA,,NA,NA,UNKNOWN,NA,NA,NA,NA,Y,N,N,2,9,Y,SAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,119851322,1198513221,31,No
